slug,displayName,aliases,clientDescription,clientInstructions,clientMistakes,clientBenefits,defaultCue,primaryMuscles,secondaryMuscles,equipment,movementPattern,difficulty,posterFile,videoFile,sourceName,contentStatus,reviewFlags
barbell-behind-the-back-30-degree-shrug,Barbell Behind The Back 30 Degree Shrug,Behind The Back 30 Degree Shrug,A barbell shrug performed with the bar behind the body at a 30-degree lean.,"Stand in front of a loaded barbell racked at low height, with the bar resting just behind your hips. | Grab the bar with an overhand grip slightly wider than shoulder width, palms facing back. | Lift the bar by extending the hips and lean forward slightly to a 30-degree angle from upright. | Shrug your shoulders up and back, squeezing the shoulder blades together at the top of the lift. | Lower the shoulders back down with control over a 2-second eccentric, keeping the bar path stable. | Repeat for 8 to 12 reps, focusing on the squeeze between the shoulder blades rather than the bar height.","Standing fully upright instead of leaning to 30 degrees — kills the lower-trap angle. | Bending the elbows during the shrug, which turns the move into an upright row. | Going too heavy and rolling the shoulders forward, exposing the front of the shoulder to stress. | Skipping the squeeze at the top — the contraction is the entire point of the exercise.",Builds the lower and mid traps that standard shrugs don't hit. | Improves shoulder-blade retraction strength for cleaner pulls and presses. | Adds detail to upper-back development for physique work.,Keep your ribs controlled and lead the movement with your elbows.,Trapezius,,Barbell,Pull,beginner,posters/barbell-behind-the-back-30-degree-shrug.webp,barbell-behind-the-back-30-degree-shrug.mp4,Barbell Behind The Back 30 Degree Shrug,draft_requires_human_review,
barbell-bench-press,Barbell Bench Press,Bench Press,"The classic horizontal press for chest, triceps, and front-delt strength.","Lie on the bench with your eyes directly under the bar and your feet planted flat on the floor. | Pull your shoulder blades back and down into the bench to create a stable pressing platform. | Grip the bar slightly wider than shoulder width with wrists stacked over elbows, then unrack to full arm extension. | Lower the bar slowly to your lower chest with elbows tracked at about 60 to 75 degrees from your torso. | Pause briefly with the bar touching the chest, keeping full-body tension and a tight upper back. | Drive the bar back up explosively by pressing through the chest and triceps until the arms lock out.","Letting the elbows flare to 90 degrees, which can increase stress at the front of the shoulder and reduces chest engagement. | Losing the shoulder-blade squeeze mid-rep, causing the shoulders to roll forward under load. | Bouncing the bar off the chest to use momentum instead of a controlled touch or pause. | Lifting the glutes off the bench for leverage, which destabilizes the lift and can increase demand on the lower back.","Builds raw horizontal pressing strength for sport and lifting. | Develops chest mass, triceps thickness, and front-delt size. | Reinforces full-body stability and bracing under heavy load.","Set your shoulders, brace your trunk, and press through a controlled path.",Chest,Triceps,Barbell,Push,intermediate,posters/barbell-bench-press.webp,barbell-bench-press.mp4,Barbell Bench Press,draft_requires_human_review,marketing_or_hype_language
barbell-bent-over-row,Barbell Bent Over Row,Bent Over Row,A heavy horizontal pull from a hinged position.,"Stand with feet shoulder-width apart and grip the barbell with hands just outside your knees, palms facing you. | Hinge at your hips with a flat back until your torso is at about a 45-degree angle to the floor. | Brace your core hard and let the bar hang directly below your shoulders at full arm extension. | Pull the bar up to your lower chest, keeping your elbows tucked at about 45 degrees from your torso. | Squeeze your shoulder blades together at the top, fully contracting the lats and mid-back. | Lower the bar back down with control over 2 to 3 seconds, keeping the back position locked the whole time.","Standing too upright, turning the row into a partial deadlift instead of a back exercise. | Rounding the lower back as you pull, which increases demand on the lower back under load. | Pulling with the biceps and bending the wrists, leaving the lats and mid-back understimulated. | Using too much momentum and swinging the bar up — the back stops working when the body cheats.","Builds the lats, mid-back, and biceps under heavy compound load. | Trains the lower back and core to hold position under tension. | Balances out heavy bench pressing and protects shoulder control.",Keep your ribs controlled and lead the movement with your elbows.,Back,Biceps,Barbell,Pull,intermediate,posters/barbell-bent-over-row.webp,barbell-bent-over-row.mp4,Barbell Bent Over Row,draft_requires_human_review,marketing_or_hype_language | posture_or_correction_claim
barbell-clean-and-press,Barbell Clean And Press,Clean And Press,A full-body lift that pulls the bar from the floor to overhead in two phases.,"Stand with feet hip-width apart, bar over mid-foot, and grip just outside the knees with a flat back. | Drive through the floor and pull the bar up the body, keeping it close as the hips and knees extend. | Pull yourself under the bar quickly and catch it on the front of the shoulders with elbows pointing forward. | Stand fully tall with the bar racked, brace the core, and reset your breath before the press. | Press the bar straight overhead by pushing through the shoulders and triceps until the arms lock out. | Lower the bar back to the shoulders, then to the floor with control to reset for the next rep.","Yanking the bar with the arms early instead of driving the legs and hips first, which kills power. | Catching the bar with low elbows, which collapses the rack position and stresses the wrists. | Pressing the bar in front of the head instead of straight up, which can increase demand on the lower back and shoulders. | Rounding the back on the pull from the floor, putting the spine in a weak and risky position.","Builds total-body power from the floor through the shoulders. | Trains coordinated strength across legs, back, and pressing muscles. | Improves overhead stability and bracing under a moving load.","Set your shoulders, brace your trunk, and press through a controlled path.",Core | Glutes | Shoulders,,Barbell,Push,advanced,posters/barbell-clean-and-press.webp,barbell-clean-and-press.mp4,Barbell Clean And Press,draft_requires_human_review,absolute_or_safety_claim
barbell-close-grip-bench-press,Barbell Close Grip Bench Press,Close Grip Bench Press,A narrow-grip horizontal press that loads the triceps hard while still working the chest.,"Lie on the bench with eyes under the bar and feet planted flat on the floor for a stable base. | Grip the bar with hands about shoulder-width apart, slightly inside your normal bench grip. | Pull your shoulder blades back and down, then unrack the bar to full arm extension over the chest. | Lower the bar slowly to the lower chest with elbows tucked close to your sides at around 30 to 45 degrees. | Pause briefly at the chest, keeping the wrists stacked over the elbows and full-body tension intact. | Press the bar back up by driving through the triceps until the arms are fully locked out.","Gripping the bar too narrow, which can increase stress on the wrists without adding any extra triceps work. | Letting the elbows flare out wide, turning the lift back into a regular bench and reducing triceps load. | Bouncing the bar off the chest to use momentum instead of a controlled pause and press. | Allowing the wrists to bend back under the bar, which leaks force and stresses the joints.",Builds heavy triceps strength for stronger lockouts and overall pressing. | Adds size to the triceps and inner chest with one barbell movement. | Reinforces tight elbow tracking that carries over to all bench work.,"Set your shoulders, brace your trunk, and press through a controlled path.",Triceps,Chest,Barbell,Push,intermediate,posters/barbell-close-grip-bench-press.webp,barbell-close-grip-bench-press.mp4,Barbell Close Grip Bench Press,draft_requires_human_review,posture_or_correction_claim
barbell-curl,Barbell Curl,Curl,The original biceps builder.,"Stand tall with feet shoulder-width apart, gripping the bar underhand at shoulder width with arms fully extended. | Pin your elbows to your sides and brace your core to stop your torso from swinging back. | Curl the bar upward by bending only at the elbows, keeping the upper arms locked in place. | Squeeze the biceps hard at the top with the bar near the front of the shoulders. | Lower the bar slowly over 2 to 3 seconds, fighting the bar all the way back to full extension. | Pause at the bottom in a fully straight-arm position, then repeat for clean controlled reps.","Swinging the torso to throw the bar up, which transfers work from the biceps to the lower back. | Drifting the elbows forward at the top, which turns the curl into a partial front raise. | Cutting the range short and not extending the arms fully at the bottom of each rep. | Gripping the bar too wide, which shifts tension off the biceps and stresses the wrists.",Builds biceps size and strength with a heavier load than dumbbells allow. | Trains both arms together for balanced symmetrical growth. | Reinforces strict elbow flexion mechanics that carry over to all curls.,"Keep the rest of your body still and move through a smooth, controlled range.",Biceps,,Barbell,Isolation,intermediate,posters/barbell-curl.webp,barbell-curl.mp4,Barbell Curl,draft_requires_human_review,marketing_or_hype_language
barbell-deadlift,Barbell Deadlift,Deadlift,The conventional pull from the floor.,"Stand with feet hip-width apart, the bar over mid-foot, and shins about an inch from the bar. | Hinge down and grip the bar just outside the knees with a flat back and chest tall. | Pull the slack out of the bar, brace your core, and take a big breath into your stomach. | Push the floor away with your legs while keeping the bar dragging close to your shins. | Stand fully tall by squeezing the glutes and locking out the hips and knees together. | Lower the bar by hinging at the hips first, then bending the knees once it passes them.","Rounding the lower back on the lift-off, which puts the spine in a weak position under heavy load. | Yanking the bar off the floor without pulling the slack first, leading to a jerky pull and missed reps. | Letting the bar drift away from the shins, which lengthens the lever arm and increases demand on the lower back. | Hyperextending at the top instead of finishing with a tight glute squeeze and stacked rib cage.","Builds total-body pulling strength led by the back, glutes, and hamstrings. | Trains the hinge pattern that protects the back in everyday lifting. | Develops grip, core bracing, and full-body tension under heavy load.","Push your hips back, keep the load close, and move through a range you can control.",Trapezius | Core,Glutes,Barbell,Hinge,intermediate,posters/barbell-deadlift.webp,barbell-deadlift.mp4,Barbell Deadlift,draft_requires_human_review,marketing_or_hype_language
barbell-drag-curl,Barbell Drag Curl,Drag Curl,"A barbell curl variation that drags the bar up the torso, pulling the elbows back to bias the long head of the biceps.","Stand tall holding a barbell with an underhand grip at shoulder width and arms fully extended. | Brace your core and pin your shoulders down and back to lock the upper body in place. | Pull the bar straight up the front of your torso by driving your elbows back behind you. | Stop the bar at the upper chest with elbows tucked back, feeling a strong biceps contraction. | Lower the bar slowly down the front of the body, keeping it in contact with the torso. | Finish with arms fully extended and elbows reset under the shoulders before the next rep.","Letting the elbows drift forward like a regular curl, which removes the long-head bias. | Using too much weight, which forces the body to swing and breaks the dragging path of the bar. | Cutting the bottom range short and not fully straightening the arms between reps. | Rounding the shoulders forward to chase the bar up, which loads the front delts instead.",Targets the long head of the biceps for thicker peak development. | Builds top-end biceps contraction strength missed by standard curls. | Reinforces strict form by removing front-shoulder cheating.,"Keep the rest of your body still and move through a smooth, controlled range.",Biceps,,Barbell,Isolation,intermediate,posters/barbell-drag-curl.webp,barbell-drag-curl.mp4,Barbell Drag Curl,draft_requires_human_review,
barbell-front-rack-step-up-knee-drive,Barbell Front Rack Step Up Knee Drive,Front Rack Step Up Knee Drive,A loaded single-leg step-up with a driving knee at the top.,"Set a box at about knee height and rack the barbell across the front of your shoulders with high elbows. | Stand close to the box, brace your core, and place one foot fully flat on top of it. | Drive through the full foot on the box to stand tall, keeping the chest up and bar steady. | At the top, drive the trailing knee up and forward to hip height in a sprint-style action. | Lower that leg back down and step the foot off the box under control with no thud. | Reset to the starting position and repeat for the prescribed reps before switching legs.","Pushing off the trailing leg instead of driving through the working leg on top of the box. | Letting the front-rack elbows drop, which collapses the bar onto the chest and rounds the back. | Choosing a box that's too tall, forcing a hip-shift and removing tension from the quads. | Stepping down hard instead of with control, beating up the joints and breaking position.",Builds single-leg quad and glute strength under a real load. | Trains hip drive and knee lift power for sprinting and jumping. | Reinforces balance and core bracing under a front-racked bar.,"Stay tall, control the step, and keep the front knee tracking with the toes.",Quadriceps,Glutes,Barbell,Lunge,intermediate,posters/barbell-front-rack-step-up-knee-drive.webp,barbell-front-rack-step-up-knee-drive.mp4,Barbell Front Rack Step Up Knee Drive,draft_requires_human_review,
barbell-high-incline-bench-press,Barbell High Incline Bench Press,High Incline Bench Press,A steep-incline barbell press around 60 degrees that pushes most of the load into the upper chest and front shoulders.,"Set the bench to a steep incline of around 60 degrees and lie back with your feet planted flat. | Grip the bar slightly wider than shoulder width and pull your shoulder blades back into the pad. | Unrack the bar to full arm extension and stack the wrists directly over the elbows. | Lower the bar slowly to the upper chest, just below the collarbone, with elbows tracking under the bar. | Pause briefly with the bar at the chest, keeping core tension and a tight upper back. | Press the bar back up along the same path until the arms are fully locked out over the upper chest.","Setting too steep an angle near vertical, which turns the lift into an overhead press and loses chest involvement. | Lowering the bar to the lower chest like a flat bench, which can increase stress on the shoulders at this angle. | Flaring the elbows wide, which loads the front of the shoulders instead of the upper chest. | Lifting the hips off the bench to cheat the press, which ruins the angle and can increase demand on the lower back.",Builds upper-chest size that fills out the top of the torso. | Strengthens the front shoulders for better overhead press carryover. | Adds a fresh pressing angle that breaks plateaus on flat bench.,"Set your shoulders, brace your trunk, and press through a controlled path.",Chest,Shoulders | Triceps,Barbell,Push,intermediate,posters/barbell-high-incline-bench-press.webp,barbell-high-incline-bench-press.mp4,Barbell High Incline Bench Press,draft_requires_human_review,
barbell-incline-bench-press,Barbell Incline Bench Press,Incline Bench Press,"The 30-to-45-degree incline press that builds the upper chest, front delts, and triceps.","Set the bench to about 30 to 45 degrees and lie back with feet planted flat on the floor. | Grip the bar slightly wider than shoulder width and pull the shoulder blades back into the pad. | Unrack the bar to full arm extension with the wrists stacked directly over the elbows. | Lower the bar slowly to the upper chest with elbows tracked at about 60 to 75 degrees from the torso. | Pause briefly at the chest, keeping a tight upper back and full body tension. | Drive the bar back up by pressing through the upper chest and triceps until the arms lock out.","Setting the bench too flat or too steep, which dilutes the upper-chest target either way. | Letting the elbows flare wide to 90 degrees, which can increase stress at the front of the shoulder. | Lifting the hips off the bench for leverage, which destabilizes the press and stresses the back. | Bouncing the bar off the chest to use momentum instead of a controlled touch and press.","Builds upper-chest size for a fuller, squarer torso. | Strengthens the front shoulders alongside the chest in one lift. | Reinforces controlled pressing form that carries over to flat bench.","Set your shoulders, brace your trunk, and press through a controlled path.",Chest,Shoulders | Triceps,Barbell,Push,intermediate,posters/barbell-incline-bench-press.webp,barbell-incline-bench-press.mp4,Barbell Incline Bench Press,draft_requires_human_review,
barbell-muscle-snatch,Barbell Muscle Snatch,Muscle Snatch,A snatch variation that pulls the bar from the floor to overhead with no dip under.,"Stand with feet hip-width apart and the bar over mid-foot, gripping it wide with a flat back. | Pull the slack out of the bar, brace your core, and take a deep breath into your stomach. | Drive through the floor and pull the bar up the body, keeping it close as the hips extend. | Continue pulling the bar overhead in one smooth motion using the shoulders without dipping under. | Finish standing tall with the bar locked out overhead, biceps near the ears and core braced. | Lower the bar back to the front of the hips, then to the floor with control before the next rep.","Bending the knees to dip under the bar, which turns the lift into a power snatch and loses the strict pull. | Pulling the bar away from the body, which forces the lower back to compensate at lockout. | Pressing the bar out at the top instead of pulling it overhead, which can increase stress on the shoulders. | Using too much weight, which breaks the strict pattern and removes the teaching benefit.","Builds strict pulling and pressing strength from floor to overhead. | Teaches the snatch path without the demand of a deep catch. | Strengthens the lower back, glutes, and shoulders as one chain.",Keep your ribs controlled and lead the movement with your elbows.,Core | Glutes | Shoulders,,Barbell,Pull,intermediate,posters/barbell-muscle-snatch.webp,barbell-muscle-snatch.mp4,Barbell Muscle Snatch,draft_requires_human_review,
